city_name,property_type,sub_property_type,locality,sale_price_range,sale_average_price,sale_q_o_q,view_trends_link
Gurgaon,Residential,Multistorey Apartment,Sector 90,"9,137-13,448","11,292",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-90-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 91,"9,767-12,233","11,000",3,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-91-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 92,"7,888-12,352","10,120",2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-92-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 93,"8,789-13,768","11,278",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-93-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 95,"6,296-10,488","8,392",0.1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-95-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 95A,"5,857-9,871","7,864",1,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-95A-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 99,"9,287-12,962","11,125",0.2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-99-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sector 99A,"9,331-13,412","11,372",10,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sector-99A-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Shikohpur,"10,688-15,494","13,091",0.2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Shikohpur-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sohna,"8,225-13,389","10,807",6,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sohna-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sohna Road,"9,230-16,215","12,723",4,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sohna-Road-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Southern Peripheral Road,"13,629-21,988","17,809",4,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Southern-Peripheral-Road-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Sushant Lok,"13,832-24,305","19,068",11,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Sushant-Lok-in-Gurgaon
Gurgaon,Residential,Multistorey Apartment,Ullahawas,"15,206-22,575","18,891",2,https://www.magicbricks.com/Property-Rates-Trends/Multistorey-Apartment-rates-Ullahawas-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Ardee City,"9,953-15,868","12,910",21,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Ardee-City-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Block A Sushant Lok Phase 1,"13,220-19,270","16,245",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Block-A-Sushant-Lok-Phase-1-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Block C Sushant Lok Phase 1,"12,505-17,898","15,201",7,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Block-C-Sushant-Lok-Phase-1-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Dwarka Expressway,"9,180-14,507","11,843",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dwarka-Expressway-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Dwarka Expressway Link Road,"9,443-14,557","12,000",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Dwarka-Expressway-Link-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Golf Course Extension Road,"10,922-17,355","14,139",7,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Golf-Course-Extension-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Golf Course Road,"13,340-20,842","17,091",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Golf-Course-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Greenwood City,"13,770-19,681","16,725",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Greenwood-City-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Gurgaon Delhi Expressway,"12,048-19,605","15,826",10,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Gurgaon-Delhi-Expressway-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Malibu Town,"11,647-17,776","14,712",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Malibu-Town-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Mayfield Garden,"10,323-15,742","13,033",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Mayfield-Garden-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Nirvana Country,"14,000-22,459","18,230",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Nirvana-Country-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Palam Vihar,"8,997-15,149","12,073",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Palam-Vihar-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Palam Vihar Road,"9,005-15,331","12,168",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Palam-Vihar-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Pataudi Road,"9,106-13,367","11,236",3,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Pataudi-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Phase 1 DLF,"14,367-21,753","18,060",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Phase-1-DLF-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Phase 2 DLF,"14,020-21,600","17,810",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Phase-2-DLF-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Phase 3 DLF,"12,077-18,607","15,342",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Phase-3-DLF-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Phase 4 DLF,"13,186-20,698","16,942",10,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Phase-4-DLF-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 25,"14,016-21,801","17,909",10,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-25-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 26,"14,355-21,772","18,063",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-26-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 28,"12,982-19,321","16,151",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-28-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 30,"12,638-19,289","15,964",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-30-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 32 Sohna,"12,114-19,310","15,712",15,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-32-Sohna-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 36 Sohna,"8,386-11,428","9,907",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-36-Sohna-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 40,"11,754-17,252","14,503",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-40-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 41,"12,729-19,539","16,134",14,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-41-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 43,"12,944-19,217","16,080",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-43-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 45,"12,536-18,282","15,409",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-45-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 46,"12,171-17,271","14,721",19,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-46-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 47,"11,523-17,646","14,585",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-47-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 48,"10,045-15,293","12,669",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-48-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 49,"10,545-16,236","13,390",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-49-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 50,"11,037-18,122","14,579",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-50-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 51,"11,719-18,875","15,297",17,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-51-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 52,"9,887-16,202","13,045",14,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-52-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 54,"14,682-24,421","19,552",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-54-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 55,"10,760-16,101","13,431",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-55-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 57,"10,551-16,129","13,340",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-57-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 61,"15,345-17,721","16,533",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-61-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 63,"13,320-20,318","16,819",16,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-63-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 63A,"12,222-18,116","15,169",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-63A-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 65,"13,305-20,818","17,061",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-65-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 67,"9,292-13,048","11,170",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-67-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 67A,"9,344-13,557","11,451",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-67A-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 70,"9,776-14,803","12,289",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-70-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 70A,"10,905-16,297","13,601",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-70A-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 71,"12,376-15,741","14,058",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-71-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 79,"11,207-15,613","13,410",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-79-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 82,"9,238-14,018","11,628",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-82-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 89,"10,008-12,742","11,375",2,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-89-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 92,"10,182-13,354","11,768",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-92-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sector 93,"10,668-14,352","12,510",6,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sector-93-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Shushant Marg,"12,944-19,217","16,080",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Shushant-Marg-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sohna,"9,348-14,901","12,125",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sohna-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sohna Road,"9,966-16,249","13,108",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sohna-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,South City 1,"12,690-19,617","16,153",13,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-South-City-1-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,South City 2,"10,656-16,308","13,482",4,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-South-City-2-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Southern Peripheral Road,"10,855-16,988","13,921",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Southern-Peripheral-Road-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Suncity,"14,334-21,068","17,701",-,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Suncity-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sushant Lok,"12,792-19,134","15,963",5,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sushant-Lok-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sushant Lok 1,"13,165-19,412","16,288",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sushant-Lok-1-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sushant Lok 2 Sector 55,"10,857-16,012","13,434",1,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sushant-Lok-2-Sector-55-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sushant Lok 2 Sector 57,"10,321-15,609","12,965",8,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sushant-Lok-2-Sector-57-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Sushant Lok 3,"10,783-16,270","13,526",11,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Sushant-Lok-3-in-Gurgaon
Gurgaon,Residential,Builder Floor Apartment,Uppal Southend,"10,759-15,800","13,279",9,https://www.magicbricks.com/Property-Rates-Trends/Builder-Floor-Apartment-rates-Uppal-Southend-in-Gurgaon
Gurgaon,Residential,Residential Plot,Badshahpur Sohna Road Highway,"1,29,190-2,63,442","1,96,316",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Badshahpur-Sohna-Road-Highway-in-Gurgaon
Gurgaon,Residential,Residential Plot,Ballabhgarh Sohna Road,"89,506-1,40,765","1,15,135",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Ballabhgarh-Sohna-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Dwarka Expressway,"80,775-1,30,758","1,05,767",13,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Dwarka-Expressway-in-Gurgaon
Gurgaon,Residential,Residential Plot,Dwarka Expressway Link Road,"1,80,863-2,39,659","2,10,261",15,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Dwarka-Expressway-Link-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Golf Course Road,"3,03,664-4,54,802","3,79,233",7,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Golf-Course-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Gurgaon Delhi Expressway,"2,47,794-4,03,293","3,25,543",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Gurgaon-Delhi-Expressway-in-Gurgaon
Gurgaon,Residential,Residential Plot,Gurugram Road,"2,11,976-3,06,842","2,59,409",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Gurugram-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,IMT Road,"1,77,140-2,32,118","2,04,629",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-IMT-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Indri Road,"89,429-1,40,663","1,15,046",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Indri-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Malibu Town,"2,35,252-3,34,825","2,85,039",0.1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Malibu-Town-in-Gurgaon
Gurgaon,Residential,Residential Plot,Mehrauli Gurgaon Road,"3,00,755-4,53,926","3,77,340",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Mehrauli-Gurgaon-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,National Highway 48,"2,31,508-3,79,667","3,05,588",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-National-Highway-48-in-Gurgaon
Gurgaon,Residential,Residential Plot,Nirvana Road,"2,37,330-3,39,643","2,88,487",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Nirvana-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Palam Vihar,"1,86,020-2,65,925","2,25,972",7,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Palam-Vihar-in-Gurgaon
Gurgaon,Residential,Residential Plot,Palwal Sohna Road,"89,885-1,41,461","1,15,673",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Palwal-Sohna-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Pataudi Road,"1,27,202-1,97,803","1,62,502",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Pataudi-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Phase 1 DLF,"3,34,367-4,87,670","4,11,019",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Phase-1-DLF-in-Gurgaon
Gurgaon,Residential,Residential Plot,Phase 2 DLF,"3,50,127-4,80,695","4,15,411",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Phase-2-DLF-in-Gurgaon
Gurgaon,Residential,Residential Plot,Phase 3 DLF,"2,70,225-3,94,566","3,32,396",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Phase-3-DLF-in-Gurgaon
Gurgaon,Residential,Residential Plot,Phase 4 DLF,"2,99,113-4,33,438","3,66,275",7,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Phase-4-DLF-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 102,"2,36,247-3,02,758","2,69,502",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-102-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 108,"1,50,936-2,20,386","1,85,661",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-108-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 110,"85,408-1,26,113","1,05,761",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-110-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 24,"2,70,813-4,05,716","3,38,265",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-24-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 25,"3,50,281-4,80,083","4,15,182",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-25-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 26,"3,32,193-4,87,613","4,09,903",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-26-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 28,"2,90,174-4,16,453","3,53,314",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-28-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 30,"2,83,627-3,96,396","3,40,011",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-30-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 31,"2,11,391-3,21,745","2,66,568",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-31-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 32 Sohna,"2,30,197-2,67,574","2,48,886",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-32-Sohna-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 35 Sohna,"1,08,230-1,57,186","1,32,708",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-35-Sohna-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 38,"2,63,752-3,62,835","3,13,294",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-38-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 40,"2,59,210-3,79,249","3,19,229",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-40-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 41,"2,83,000-3,94,963","3,38,982",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-41-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 42,"3,00,739-4,13,495","3,57,117",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-42-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 43,"2,93,652-4,15,052","3,54,352",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-43-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 45,"2,55,024-3,65,421","3,10,223",0.3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-45-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 46,"2,64,919-3,84,233","3,24,576",0.5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-46-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 47,"2,53,414-3,62,656","3,08,035",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-47-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 49,"2,11,910-3,36,809","2,74,360",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-49-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 50,"2,27,911-3,85,247","3,06,579",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-50-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 51,"2,41,729-3,43,918","2,92,824",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-51-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 52,"2,43,196-3,41,590","2,92,393",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-52-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 55,"2,32,237-3,21,421","2,76,829",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-55-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 57,"2,37,627-3,37,900","2,87,764",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-57-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 65,"3,12,051-3,94,698","3,53,374",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-65-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 91,"1,78,049-2,33,909","2,05,979",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-91-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sector 95,"1,42,558-1,96,393","1,69,475",5,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sector-95-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sohna,"89,885-1,41,461","1,15,673",2,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sohna-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sohna Ballabgarh Road,"89,885-1,41,461","1,15,673",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sohna-Ballabgarh-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sohna Road,"1,50,942-2,76,718","2,13,830",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sohna-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,South City 1,"2,80,995-3,93,969","3,37,482",4,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-South-City-1-in-Gurgaon
Gurgaon,Residential,Residential Plot,South City 2,"2,09,598-3,33,231","2,71,415",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-South-City-2-in-Gurgaon
Gurgaon,Residential,Residential Plot,Southern Peripheral Road,"2,27,933-3,49,985","2,88,959",-,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Southern-Peripheral-Road-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sushant Lok,"2,86,380-4,14,640","3,50,510",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sushant-Lok-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sushant Lok 1,"2,80,799-4,03,590","3,42,195",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sushant-Lok-1-in-Gurgaon
Gurgaon,Residential,Residential Plot,Sushant Lok 3,"2,27,052-3,30,822","2,78,937",1,https://www.magicbricks.com/Property-Rates-Trends/Residential-Plot-rates-Sushant-Lok-3-in-Gurgaon
Gurgaon,Residential,Residential House,Dwarka Expressway,"7,696-13,777","10,736",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Dwarka-Expressway-in-Gurgaon
Gurgaon,Residential,Residential House,Golf Course Road,"34,128-52,338","43,233",6,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Golf-Course-Road-in-Gurgaon
Gurgaon,Residential,Residential House,Palam Vihar,"13,433-24,331","18,882",3,https://www.magicbricks.com/Property-Rates-Trends/Residential-House-rates-Palam-Vihar-in-Gurgaon
